nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,platform,kondisi
HP 14 I3 1315 4GB 512GB W11+OHS 14.0FHD BLIT COPILOT 1080P CAM,7.299.000,,Terjual 1,,Laptop,Hp,Blibli,Baru
HP 14 CORE 5 120U 16GB 512GB W11+OHS+M365B 14.0FHD SLV -EP1155TU,10.999.000,,,,Laptop,Hp,Blibli,Baru
HP 14 EM0018AU/19AU | Ryzen 5 7530 8GB 512GB W11+OHS,8.999.000,,,,Laptop,Hp,Blibli,Baru
"HP PAVILION 14-EC0013AU RYZEN 5-5500U 16GB 512GB SSD 14""FHD IPS WIN10",10.506.000,,Terjual 1,,Laptop,Hp,Blibli,Baru
HP 14 DQ3133/3134TU | N4500 4GB 512GB W11+OHS,6.199.000,,,,Laptop,Hp,Blibli,Baru
HP 14S DQ5227TU I I5 1235 8GB 512GB W11+OHS,9.999.000,,,,Laptop,Hp,Blibli,Baru
HP Victus 16 R0889TX | I5 13500 RTX4050 16GB 512GB W11+OHS,18.399.000,,,,Laptop,Hp,Blibli,Baru
HP Envy X360 14 OLED | Ultra 5 125U 16GB 512GB W11+OHS,19.999.000,,,,Laptop,Hp,Blibli,Baru
"HP 14-EP0088TU N305/8/512/14""/W11+OHS2021",6.695.000,,Terjual 1,,Laptop,Hp,Blibli,Baru
HP VICTUS 16-R1209TX SILVER CORE i7-14650HX,25.678.500,,,,Laptop,Hp,Blibli,Baru
HP OMEN 16-b0172TX RTX 3060 i7-11800H 16GB 1TBSSD 16.1QHD Win11+OHS,26.300.000,,,,Laptop,Hp,Blibli,Baru
HP VICTUS 16-e0088AX SILVER AMD R5-5600,18.499.000,,,,Laptop,Hp,Blibli,Baru
HP 14 EM0167AU/8AU | Ryzen 7 7730 16GB 512GB W11+OHS,11.599.000,,,,Laptop,Hp,Blibli,Baru
HP 14S FQ1011AU | Ryzen 3 5300U 8GB 512GB W11+OHS,6.999.000,,,,Laptop,Hp,Blibli,Baru
HP 14 EP0001/02TU | I5 1335 8GB 512GB W11+OHS,10.499.000,,,,Laptop,Hp,Blibli,Baru
"HP SPECTRE13-AF079TU ULTRABOOK 2 IN 1 -CERAMIC WHITE[I7 8550U/16GB/SSD 512GB/13.3""FHD/W10/GARANSI RESMI]",27.508.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14S DQ5115TU | I3 1215 8GB 512GB W11+OHS,8.999.000,,,,Laptop,Hp,Blibli,Baru
HP 14 ULTRA 7 155H 16GB 512GB W11+OHS+M365B 14.0FHD IPS COPILOT 2YSLV -EP1225TU,13.899.000,,,,Laptop,Hp,Blibli,Baru
HP Pavilion X360 14 EK2333TU Touch | Core 5 5 120U 16GB 512GB W11+OHS,15.999.000,,,,Laptop,Hp,Blibli,Baru
HP OMNIBOOK 3 NGAI 14 RYZEN AI 5 340 24GB 512GB W11+OHS+M365B 14.0FHD IPS BLIT 2Y SILVER -HA0336AU,18.000.000,,,,Laptop,Hp,Blibli,Baru
Hp Omnibook ULTRA FLIP 14 OLED ULTRA 9 288V 32gb 2tb W11+OHS 14.0 2.8K VRR 120HZ 2Y+ADP 2IN1 EVO BLU -FH0556TU,31.949.000,,,,Laptop,Hp,Blibli,Baru
HP Spectre X360 14 EU0005TU OLED | Ultra 7 155H 32GB 2TB W11+OHS,35.499.000,,,,Laptop,Hp,Blibli,Baru
HP PAVILION AERO 13 RYZEN 5 8640U 16GB 512GB W11+OHS WUXGA IPS 2Y+ADP,12.699.000,,Terjual 1,,Laptop,Hp,Blibli,Baru
HP Pavilion AERO 13 | Ryzen 7 8840U 16GB 1TB W11+OHS,15.699.000,,,,Laptop,Hp,Blibli,Baru
HP 14 RYZEN 3 7320 8GB 512GB W11+OHS+M365B 14.0FHD IPS BLIT COPILOT SLV -EM0320AU,8.349.000,,,,Laptop,Hp,Blibli,Baru
HP 14 RYZEN 5 7530 8GB 512GB W11+OHS+M365B 14.0FHD IPS BLIT 2Y SLV -EM0530AU,9.499.000,,,,Laptop,Hp,Blibli,Baru
HP Pavilion 14-EC0014AU - Gold [Ryzen 5 5500U-16GB-SSD 512GB],10.700.000,,Terjual 1,,Laptop,Hp,Blibli,Baru
HP Victus 16 R0881TX | I5 13500HX RTX4050 16GB 512GB W11 + OHS,18.899.000,,,,Laptop,Hp,Blibli,Baru
HP Victus 15 FB2997/98/99AX | Ryzen 5 8645HS RTX4060 8GB/ 16GB 512GB W11+OHS,19.799.000,,,,Laptop,Hp,Blibli,Baru
HP 14 EM022/23AU | Athlon 7120 8GB 512GB W11+OHS,6.499.000,,,,Laptop,Hp,Blibli,Baru
HP 14 EM0332/333AU | Ryzen 3 7320 8GB 512GB W11+OHs,8.999.000,,,,Laptop,Hp,Blibli,Baru
HP Pavilion 16 AF0777TU Touch | Ultra 5 125U 16GB 1TB W11+OHS,13.899.000,,,,Laptop,Hp,Blibli,Baru
HP Pavilion Plus 14 EW0077/78/79TU | I5 1335U 16GB 512GB W11+OHS,17.899.000,,,,Laptop,Hp,Blibli,Baru
HP OMEN 14 OLED FB0053TX | Ultra 7 155H RTX4060 16GB 1TB W11+OHS,35.999.000,,,,Laptop,Hp,Blibli,Baru
HP Spectre X360 17 CS0005TU Fold Touch Oled | I7 1250 16GB 1TB W11+OHS,75.499.000,,,,Laptop,Hp,Blibli,Baru
"HP Laptop 14-ep0022TU [i7-1360P/ 512GB / 16GB (2x8 GB)/ 14"" FHD IPS 250 nits/ Intel Xe Graphics/ Win11HM + OHS2021 / BacklitKB + Fingerprint / Silver]",14.650.000,5,Terjual 4,,Laptop,Hp,Blibli,Baru
HP Laptop 14-ep0261TU i3-1315U 8GB 512GB 14 FHD W11 OH24,8.999.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
HP Victus Laptop 15 fb3150AX AMD Ryzen 5 240 RTX 5050 16GB 512GB 144Hz,17.562.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP Victus Laptop 15 fb3151AX AMD Ryzen 7 260 RTX 5050 16GB 512GB 144Hz,18.968.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP ProBook 440 G5  Notebook [i7-85500U/ 8GB/ 1TB+SSD 128GB/ GT 930MX 2GB/ 14""FHD/ W10PRO]   GARANSI RESMI",19.254.400,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP Elitebook 735 Notebook - Warna Tergantung Stok [ Ryzen 7 2700U/ RX Vega 10 Graphics/ 8GB DDR4/ 512GB SSD/ 13.3"" FHD/ W10Pro] GARANSI RESMI",16.470.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP LAPTOP ENVY 13-BA1030TX /BA1031TX i5-1135G7 8GB 512GB MX450 W10+OHS,17.100.000,,,,Laptop,Hp,Blibli,Baru
Notebook HP 14s-FQ0020AU/FQ0021AU,8.290.000,,,,Laptop,Hp,Blibli,Baru
"HP Laptop 240R G9 Intel Core 5 120U 8GB 512GB 14"" FHD IPS Windows 11 OHS24 [B98QQPC]",14.071.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop EliteBook Ultra G11 Touch Ultra 7 268V vPro 32GB 1TB SSD 14"" OLED Touchscreen W11 Pro",32.501.111,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP Laptop 14s ep1711TU Intel Core 5 120U 512GB SSD 16GB FHD Win11 OHS 2024 Copilot Silver [C45SKPA],8.951.212,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP LAPTOP 14 em0730AU R7-7730U 16GB 512GB SSD 14""FHD Windows 11 2024 - Silver [BP0S5PA]",11.570.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP LAPTOP 14 em0731AU R7 7730U 16GB 512GB SSD 14""FHD Windows 11 OHS24 M365 Gold [BP0S6PA]",11.570.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop OMNIBOOK 5 AI 16 AF1555TU ULTRA 5 225 16GB 1TB Windows 11 OHS 2024 + 16"" 2K IPS [BQ1M6PA]",14.500.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP 14S-[RYZEN 3./ 8GB/SSD 512GB/ Radeon Graphics 14"" W11+OFFICE] RESMI",7.399.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP Laptop Omnibook Ultra Flip 14 FH0777TU Ultra 7 258V 32GB 1TB SSD 14"" 2.8K OLED Touchscreen W11 Grey B08W6PA",27.537.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop OmniBook 3 NGAI 14 ha0435AU AMD RYZEN AI 7 350 16GB 512GB 14"" FHD IPS Windows 11 SILVER [C0BA9PA]",13.240.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP Laptop 14 EM0530AU AMD Ryzen 5 7530U 8GB 512GB SSD 14″ FHD IPS W11+OHS 2024 Microsoft 365 Basic Silver BD0Y1PA,9.479.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP LAPTOP OmniBook 7 14 fs0999TU Intel Core 9 270H 32GB 1TB 14"" Windows 11 OHS2024 M365 Silver [C0BA6PA]",23.570.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop Omnibook Ultra Flip 14 FH0888TU Ultra 7 258V 32GB 1TB SSD 14"" 2.8K OLED Touchscreen W11 Blue B08W7PA",27.537.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP LAPTOP OMNIBOOK 7 AI PC 14 FR0777TU ULTRA 7 255H 32GB 1TB 14"" OLED 2K WINDOWS 11 OHS24 M365 [C0BH4PA]",20.860.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP LAPTOP OMEN 16 ak0099AX RYZEN AI 7 350 RTX5070 Ti 12GB 32GB 1TB Windows 11 2024 M365B - Black [C0DM8PA],36.810.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop 14 EP0261TU Intel Core I3 1315U 8GB 512GB SSD 14"" FHD IPS W11+OHS 2024 Microsoft 365 Basic Silver BD0Y5PA",8.122.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop Pavilion Plus 14 EW1002TU Intel Ultra 5 125H 16GB 1TB SSD 14"" 2.8K 120HZ OLED W11 Silver 9X3D2PA",12.489.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP LAPTOP OMNIBOOK 7 AI PC 14 FR0222TU ULTRA 5 225H 16GB 512GB 14"" OLED 2K WINDOWS 11 OHS24 M365 [D07C5PA]",16.490.404,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP Laptop OmniBook X 14 FE0333QU Snapdragon X Elite X1E 78 100 16GB 1TB SSD 14"" IPS Touch W11+OHS 2021 Silver A9RM7PA",18.430.384,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP Laptop 14 ep1177TU Core 5 120U 8GB 512GB 1DM 3200 SSD 14″ FHD Windows 11 OH24 M365 - Silver [C7SD0PA],9.687.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
NOTEBOOK HP 250 G8 I3-1115G4 4GB 512SSD W10 15.6 BLACK,8.075.700,5,Terjual 2,,Laptop,Hp,Blibli,Baru
"HP Laptop Pavilion X360 14 EK2051TU Intel Core i3 100U 8GB 512GB SSD 14"" FHD IPS Touch + Stylus W11 Blue A58H0PA",9.792.808,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP LAPTOP OMNIBOOK X FLIP 14 fk0888AU RYZEN AI 7 350 32GB 1TB 14.0 3K 120HZ Windows 11 2024 M365 - Silver [BM7R7PA],23.645.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP OMEN 15-DH0105TX GAMING-Warna Tergantung Stok- Foto Bisa Aja Beda [i7-9750H/16GB/1TB+SSD 512GB/NVIDIA RTX2060 6GB/15.6""FHD/W10]P] GARANSI RESMI",26.064.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14 inch Laptop 14-ep1225TU Intel Core Ultra 7 155H 16GB 512GB 14 FHD INTEL ARC W11 OH24,14.299.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
"HP Laptop 14-em0321AU AMD Ryzen 3-7320/8GB LP DDR5 - On Board/512GB SSD/UMA/NO-ODD/Backlit KB + W11Home + OHS 2024/2Years/SILVER/14"" FHD",7.577.000,5,Terjual 1,Kab. Kudus,Laptop,Hp,Blibli,Baru
"HP Spectre X360 14-ef0006TU Laptop - Black [13.5"" 3K2K OLED 400 nits Touch/i7-1255U/16GB/2TB/EVO/Backlit KB/W11/OHS21] FREE Sleeve+Stylus+Multiport",29.800.000,,Terjual 4,,Laptop,Hp,Blibli,Baru
HP Pavilion Plus Laptop 14-ey1777AU / ey1888AU AMD Ryzen 7 8845HS RAM 16GB LPDDR5x SSD 1TB PCIe Windows Office,18.000.000,,,Kota Jakarta Utara & kota lainnya,Laptop,Hp,Blibli,Baru
"HP Laptop 14 ep0260TU 14 ep0261TU Core i3-1315U/8GB/512GB SSD/Intel UHD/W11Home/OHS 2024+1Y 365 BASIC/14"" FHD AG SVA 250 nits/Copilot KB/2Y",8.329.000,5,Terjual 1,Kota Bandung,Laptop,Hp,Blibli,Baru
"NOTEBOOK HP 14-EP1155TU [INTEL CORE 5-120U/ 16GB/ 512GB/ 14"" FHD/ WIN11HOME/ OH+M365]",10.982.810,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP PAV X360 14-DH1052TX Laptop 2 in 1 [i5 10210/8Gb/SSD 512GB/MX130/14""FHD TOUCH/W10] GARANSI RESMI + FREE OFFICE + FREE***",14.415.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"NOTEBOOK HP 14-EP1177TU [INTEL CORE 5-120U/8GB/512GB/14"" FHD/WIN11HOME/OH+M365]",9.948.010,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"NOTEBOOK HP 14-EM0730AU [AMD R7-7730U/8+8GB/512GB/14"" FHD/WIN11HOME/OH+M365]",12.027.560,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP 14 EP1155TU Laptop Notebook Intel Core 5-120U 16GB 512GB SSD 14"" FHD W11",10.455.000,,,Kota Surakarta (Solo),Laptop,Hp,Blibli,Baru
"HP 14 ***AU Laptop [Amd 4 Compute Cores 2C+2G 9125 2.3Ghz Turbo To 2.6Ghz/4GB/1TB/Radeon R2 Graphic/14""/W10] GARANSI RESMI - FREE**",6.650.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP Omnibook 7 Aero 13 BG1777AU Laptop Notebook Ryzen AI 7-350 16GB 512GB SSD 13.3"" WQXGA W11",17.249.000,,,Kota Surakarta (Solo),Laptop,Hp,Blibli,Baru
"HP 14S-0045TX /44TX Notebook - Gold-Silver [Core i5-8250/ 4GB/1TB/ VGA 2GB/ 14""/ W10] GARANSI RESMI",8.406.500,,Terjual 2,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP Pavilion 14-bf194TX GOLD [I5 8250U/8GB/1TB + 128GB SSD/GT940MX/14""FHD IPS/W10] GARANSI RESMI - - - FREE WIRELESS MOUSE - - - SIAP GO SEND",12.949.500,,Terjual 6,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP Pavilion x360 14-c0045tx Laptop - Gold - - - GARANSI RESMI,11.970.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP PAV GAMING 15 DKxxxxTX I5 10300H 8GB SSD 512GB RTX2060 6GB W10 15.6 FREE OFFICE RESMI,16.919.060,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP OmniBook 7 Aero 13.3 inch Laptop Next Gen AI 13-bg1666AU, Silver",15.476.000,,,Kota Bandung,Laptop,Hp,Blibli,Baru
[FREE Mouse HP 150] HP OmniBook 3 14 inch Laptop Next Gen AI 14-HA0336AU C0BA8PA Laptop - AMD RYZEN AI 5-340/24GB/512GB/Radeon 840M/14.0 FHD AG IPS,11.999.000,,,Kab. Tangerang,Laptop,Hp,Blibli,Baru
"HP 14s-dk1506AU SILVER ATHLON 3150/4GB/512SSD/14""/CAM/OHS/WIN10",6.130.600,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP 240R G9-GZPC Silver Core 5 120U Win11 OHS,9.429.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
"HP 14S-fq2002AU SILVER AMD R5-5625/8GB/512SSD/14""/OHS/WIN11",9.744.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP OmniBook 16-AF1555TU Silver Ultra 5 225U Win11 OHS,15.289.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
"HP 14s-dk1509AU GOLD ATHLON 3150/4GB/512SSD/14""/CAM/OHS/WIN10",6.130.600,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP 14-EP1177TU Silver Core 5 120U Win11 OHS,9.879.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
"HP PAV AERO 13-be0000AU AMD R5-5600/16GB/512SSD/13.3""/CAM/OHS/WIN10",12.169.900,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP HyperX Omen 15-GB0666AX Black Ryzen 7 260 Win11 OHS,22.559.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
HP OmniBook Ultra Flip 14-FH0334TU Grey Ultra 9 288V Win11 OHS,34.089.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
HP 14-BF011TX Laptop - Gold [i7-7500U/8GB/1TB+128SSD/D/NO ODD/W10],12.760.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP 14 EP1188TU Laptop Intel Ultra 5 125H 16GB 512GB SSD 14"" FHD W11",12.499.000,,,Kota Surakarta (Solo),Laptop,Hp,Blibli,Baru
HP HyperX Omen 15 GB0666AX Laptop Ryzen 7-260 16GB 1TB RTX5050 15.3 WQXGA W11,22.999.000,,,Kota Surakarta (Solo),Laptop,Hp,Blibli,Baru
Pre-order,24.875.000,,,Kota Surakarta (Solo),Laptop,Hp,Blibli,Baru
HP Envy 14 inch x360 2-in-1 Laptop 14-fc0777TU 14-fc0888TU Intel Core Ultra 7 155U,19.500.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
"HP 245 G8 BLACK AMD ATHLON 3050U/4GB/256SSD/14""/CAM/WIN11",4.735.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"hp 14s amd reyzen3/4gb/ssd256gb/win/office/14""",7.400.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
"HP 14-EP0321TU Silver i3 1315U Win11 OHS (14"" FHD/UMA/512GB SSD/4GB)",7.619.000,,,Kota Malang,Laptop,Hp,Blibli,Baru
"HP 14-EP0261TU Silver i3 1315U Win11 OHS (14"" FHD/UMA/512GB SSD/8GB)",8.019.000,5,Terjual 2,Kota Malang,Laptop,Hp,Blibli,Baru
HP 14-EM0531AU Gold AMD Ryzen 5 7530U Win11 OHS,10.029.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
"HP PAV 14-ec0014AU AMD R5-5500/16/512/14""FHD/CAM/OHS/W11 NO TAS",10.403.750,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP OmniBook x360 Convert 14-FH0777TU Grey Ultra 7 258V Win11 OHS,27.369.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
HP OmniBook x360 Convert 14-FH0888TU Blue Ultra 7 258V Win11 OHS,27.369.000,,,Kota Malang & kota lainnya,Laptop,Hp,Blibli,Baru
"HP 14s-dk1524AU SILVER ATHLON 3050/4GB/512SSD/14""/CAM/OHS/WIN10",4.694.500,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
Hp 14s Intel core i3 gen8/4gb/1tb/windows 10/office 2019,7.200.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
hp 14s 240 g8 intel core i3 gen 11/4gb/256gb/win10,7.600.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
hp 14s amd reyzen5 5500/8gb/512gb/win10/office,9.650.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
hp 14s intel i5 gen12/ 8gb / SSD 512gb /Win 11 office 2021,9.999.000,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP 14-EP1188TU Silver Ultra 5 125H Win11 OHS,10.929.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli,Baru
"HP 14s-dq5002TU SILVER CORE i7-1260P/16GB/512SSD/14""IPS/CAM/OHS/WIN11",13.545.200,,,Kota Surabaya,Laptop,Hp,Blibli,Baru
HP OmniBook 7 14 inch Laptop 14-fs0999TU Core 9-270H (14C)/ 32GB/1TB/ W11 Home/OH 2024,23.999.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
HP OmniBook Ultra Flip 14 inch Laptop 14-fh0334TU 14-fh0556TU Intel Core Ultra 9 288V 32GB 2TB 14 OLED,33.999.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
HP OmniBook 7 Aero 13.3 inch Laptop Next Gen AI 13-bg1667AU 13-bg1666AU Amd Ryzen AI 5 340 (6C) 50 NPU TOPs,14.999.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
"HP 14s - FQ1036AU Laptop [AMD Ryzen 7-5700U/ 8GB/ 512GB/ AMD Radeon™ Graphics/ 14"" FHD IPS/ Win 10 & OHS 2019]",9.699.900,,,Kota Cirebon,Laptop,Hp,Blibli,Baru
HP 14s - FQ1037AU Laptop [AMD Ryzen 7-5700/ 8GB/ 512GB SSD/ AMD Radeon™ Graphics/ Win 10 + OHS 2019/ 14.0 FHD IPS],9.949.900,,,Kota Cirebon,Laptop,Hp,Blibli,Baru
"HP Pavilion 14-BF193TX Laptop - Warna Tergantung Stok [i5-8250/ 8GB/ 1TB + 128GB SSD/GT940MX/14""FHD IPS/ W10] GARANSI RESMI - - FREE WIRELESS MOUSE*",12.367.500,,Terjual 3,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP OMNIBOOK Ultra Flip 14 OLED-FH0556TU Laptop - Blue [Ultra 9-288V/32GB/2TB/Win11+OHS21/14"" 2.8K Touch VRR 120Hz] Free Bag+ADP",32.949.000,,Terjual 1,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli,Baru
"HP OMNIBOOK Ultra Flip 14 OLED-FH0334TU Laptop - Gray [Ultra 9-288V/32GB/2TB/Win11+OHS21/14"" 2.8K Touch VRR 120Hz] Free Bag+ADP",32.949.000,,Terjual 1,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli,Baru
"HP OmniBook Ultra Flip 14 fh0777Tu fh0888Tu Laptop 2in1 [Ultra 7 258V/32GB/1TB SSD/14""2.8K OLED Touch/Win 11 Home + OHS]",30.399.000,,,Kota Medan,Laptop,Hp,Blibli,Baru
"HP 15-FD1111TU/FD1222TU Laptop [Intel Core Ultra 5 125H/15.6"" FHD IPS/Intel Arc Graphics/16GB DDR5/512GB SSD/Win11+OHS 2021]",10.999.000,,,Kota Medan,Laptop,Hp,Blibli,Baru
HP OmniBook 7 14 inch Laptop AI 14-fr0222TU D07C5PA - INTEL CORE ULTRA 5-225H/16GB/512GB/14.0 OLED/WIN11+OHS2024/SILVER,16.199.000,,,Kab. Tangerang,Laptop,Hp,Blibli,Baru
[FREE Tumbler HP LockNLock] HP OmniBook 7 AI PC 14 fs0999TU C0BA6PA Laptop - INTEL CORE 9-270H14C/32GB/1TB/14.0 OLED/WIN11+OHS2024+M365/SILVER,22.999.000,,,Kab. Tangerang,Laptop,Hp,Blibli,Baru
HP OmniBook 7 Aero 13.3 inch Laptop Next Gen AI 13-bg1777AU 13-bg1778AU Amd Ryzen AI 7 350 with AMD Radeon 860M 16GB 512GB,16.999.000,,,Kota Yogyakarta,Laptop,Hp,Blibli,Baru
HP Elitebook Folio 1040 G3 Notebook - Silver,5.900.000,,Terjual 3,,Laptop,Hp,Blibli,Baru
HP 14S-DK1514AU/DK1515AU Notebook,7.739.000,,Terjual 2,,Laptop,Hp,Blibli,Baru
HP OMEN 15-ce086tx Notebook -  Black Red,19.805.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14-BS007TX Notebook - Black [i5-7200/4GB/1TB/DOS],6.993.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14s-CF2517TU - Notebook [ i3-10110U-4GB-256GB SSD - W11Home + OHS ],6.669.000,,,,Laptop,Hp,Blibli,Baru
HP 14-BS722TU Notebook - Silver [14 Inch HD/Intel Core i3-6006U/4 GB/500 GB/Win 10],5.945.200,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 13-X360-U171TU Notebook Slim - Gold [i3-7100/ 4GB/ 500GB/ W10] TOUCH- GARANSI RESMI,8.415.000,,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14-BP063TX Notebook - White [Intel Core i7-7500U/RAM 8 GB/HDD 1 TB/ R530 2GB/ 14 Inch/Win 10],11.645.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14s-CF2517TU - Notebook [i3 10110U- 4GB- 256GB SSD - W11 Home + OHS2019],6.645.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP X360 Convertible 11-ab128TU/ab129TU Notebook [n4000 / 4gb / 500gb / 11.6 Inch / win10],5.192.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP Pavilion X360 Convert 13-U170TU Notebook - Platinum Silver  [Ci3-7100U/ 4GB/ Intel HD/ 13.3 inch Touch/ Win 10],7.876.000,5,Terjual 3,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14s-CF2517TU - Notebook [ i3-10110U-4GB-256GB SSD - W10Home + OHS ],6.569.000,,,,Laptop,Hp,Blibli,Baru
HP 14-CK0012TU Notebook - Black [N4000  TURBO BURST UP TO 2.6GHZ/4GB/500GB HDD/14 Inch/Win10] GARANSI RESMI,6.700.000,5,Terjual 3,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14-CM0005AU Notebook - Black [14 Inch/ AMD Ryzen 3 2200U/ AMD Radeon Vega 3 Graphics/ 4GB/ 1TB/ Win10],8.910.000,5,Terjual 2,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP Spectre X360 13-AE518TU Notebook- Ash Gold [i5-8250U QUAD CORE TURBO BOOST TO 3.4GHZ/8GB/ SSD 256GB/THUNDERBOLT/13.3"" TOUCH FHD/ W10] GARANSI RESMI",21.951.000,,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP SPECTRE X360 Convert 13-AE519TU Notebook - [Intel Core i7-8550U Quad Core 1.8-4.0GHz/16GB DDR4/512GB SSD/Intel HD/13.3 Inch FHD Touch/Windows 10],26.910.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
"HP 14S-DK1005AU DK1006AU Notebook [AMD RYZEN 3-3250U/8GB/256GB SSD + 1TB/14"" FHD/WIN10HOME+ OHS 2019]",8.415.000,,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
HP 14-BS128TX Notebook - Silver [14 Inch HD/ i5-8250U/4GB/1TB/VGA 2GB /W10] GARANSI RESMI - - - FREE CLEANER SET 3 IN 1,7.812.000,5,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli,Baru
